par_id,art_id,text,keyword,country,label
9942,@@2053560,""""""" very often , the people who are most in need may not read the newspapers , access the internet or even understand english , """" he told parliament last month . """" they need people who can talk to them in their language , people who will knock on their doors , check on them to see whether they are okay , and explain some of these assistance schemes to them . """"""",in-need,in,[1 0 1 1 0 0 0]
1760,@@25234824,the city is in the midst of an ambitious plan to offer recreation classes in activities like yoga and tai chi to the homeless .,homeless,ca,[1 1 0 0 0 0 0]
8068,@@19027435,""""""" the senseless violence as well as the reign of terror by gangsters has destroyed the moral fibre of some of the communities that need to be freed from the cycle of violence and hopelessness , """" sanco national spokesman jabu mahlangu said .""",hopeless,za,[1 0 1 1 1 1 0]
9410,@@2424134,"she was only 26 at the time and looks like a trapped , wounded animal backed into a corner and staring straight down the barrel of a gun . the raw anguish she exudes in that picture emotes the harsh realities of heroin addiction as this truly vulnerable and broken soul cries out for help behind tear-filled eyes .",vulnerable,ie,[0 0 0 0 1 1 0]
6687,@@24722775,""""""" there is no one who can tell immigrants they ca n't achieve a success that is rightfully theirs . even if the goal is n't to get a degree , any other success for immigrants in this country is deserved and waiting for them to be grasped , """" says jacqueline . """" all it takes is patience and the will to fight and move forward . no doubt in my mind any immigrant has that . """"""",immigrant,sg,[0 0 0 1 0 0 1]
7783,@@22925992,"trump seeks $25 billion for border wall , offers ' dreamer ' citizenship <h> president donald trump on wednesday previewed his outline for an immigration bill that he will promote next week , saying he wants $25 billion ( 17.6 billion pounds ) to build a border wall and is open to granting citizenship to illegal immigrants who were brought to the united states as children .",immigrant,bd,[1 0 0 0 0 1 0]
7314,@@22405707,"this time mctell performs it with the crisis choir and guest vocalist annie lennox as part of a project to end homelessness . crisis was formed 50 years ago as well and today operates 13 centres for over 4,000 homeless persons over christmas .",homeless,my,[1 1 0 0 0 1 0]
1420,@@15940510,""""""" every year i try to get somebody to help me to give some food to some homeless people , """" he continued .""",homeless,jm,[1 1 0 0 0 0 0]
6113,@@4721464,"jordan bennett commended the team of volunteers for their dedication and for sharing his vision , which is motivated by christ 's famous miracle where five loaves and two fish were used to feed 5000 persons . he said he was happy to see this level of partnership and support for an initiative that was birthed by his desire to feed especially homeless jamaicans and those in need and how it continues to blossom and impact the lives of others .",homeless,jm,[1 0 1 1 0 0 0]
4768,@@21252934,- coordinate with the private sector to donate skimmed milk powder and diapers to the newborn babies of poor families .,poor-families,jm,[1 1 0 0 0 0 0]
6389,@@1255139,"as part of the challenge , king joined up with two other families to help the homeless on thanksgiving day . she took her three children downtown this afternoon to give a blanket , coat and a home-cooked meal to homeless families they ran into . she also included a bracelet and card .",homeless,us,[1 1 0 0 0 0 0]
9345,@@22324705,"god is god foundation ( gig ) , a non-governmental organisation ( ngo ) , established five years ago , and caring for needy widows and orphans , was at the weekend inaugurated in accra , with a call on ghanaians to do more in caring for the vulnerable and underprivileged .",vulnerable,gh,[1 0 0 1 0 1 0]
360,@@14037230,call to restore hope for homeless through inquiry,homeless,nz,[1 0 0 0 0 0 0]
2154,@@15067978,""""""" the commitment of christians in this field is as urgent today as in the past . just look at the past century , we remember the wonderful figure of st. frances cabrini , who dedicated her life together with her companions to migrants to the united states of america . today too we need similar witness so that mercy can reach many in need . it is a commitment that involves everyone , without exception . dioceses , parishes , institutes of consecrated life , associations and movements , as well as individual christians , we are called to welcome the brothers and sisters fleeing war , famine , violence and inhumane living conditions . all together we are a great strength of support for those who have lost home , family , work and dignity . """"""",in-need,my,[1 0 0 1 0 1 0]
8340,@@17499482,"sr luise earned the trust of development partners and the result of her work can be seen in the number of quality institutions she founded for the aged , orphans , the homeless and refugees , including emmanuel centre and st. monica 's orphanage in kiambu county .",refugee,ke,[1 0 0 0 0 0 0]
4359,@@4562859,""""""" she was always ready to give her time , energy , legal expertise and even her personal money to assist destitute refugees and asylum seekers in jamaica , """" cochetel said .""",refugee,jm,[1 0 0 0 0 0 0]
7691,@@4685063,"who cares if he gives lots of charity to homeless children each year ? if he is n't giving it for the sake of allah , it does n't count !",homeless,pk,[1 0 0 1 0 0 0]
7888,@@50041353,kate has also worked to help liverpool 's homeless community by handing out gift boxes to women who are sleeping rough .,homeless,gb,[1 1 0 0 1 0 0]
7874,@@24959881,hope reins pairs rescued horses with kids in need <h> the faith-based organization offers equine counselors to children who have faced abuse and neglect,in-need,hk,[0 0 0 0 0 1 0]
8492,@@9129972,"for the willing and able men and women roaming on our streets in dire need of employment , for the children roaming the streets in our towns and villages due to unavailability of educational infrastructure , for the thousands of lives that are lost each day due to poor healthcare delivery , for the thousand more who go hungry and homeless on our streets , for all the lost dreams , and for the lives lost , this is our plea .",homeless,gh,[1 0 0 0 0 1 0]
9624,@@3046230,"the pcd act has the provision that a substitute decision-maker be named on your behalf if you have not previously formulated one . do you want that decision to be put in the hands of a spouse , child or even parent , in the case of a disabled child , who may not see the value of a world of imperfection ? someone who is estranged or who does not know your wishes ? someone acting because they see you as a burden to them or society ?",disabled,ca,[0 0 0 0 1 1 0]
